topic,review_text
General Feedback,"simply lovely, anywhere anytime with a lot of offers"
General Feedback,"i am in love with zomato, specially the notifications sometimes really turn me into ordering"
General Feedback,use zomato make life easier
Pricing Feedback,the prices are too expensive and delivery charges omg please reduce them
General Feedback,reliable and speedy..thank you zomato
General Feedback,mast hai bhai love you girl friend khus ho gai
Customer Service Feedback,bad food delivery app. and bad customer support. swiggy is a hundred times better.
Delivery Issues,"i ordered food and waited patiently for over 1 hour. after all that time, i was suddenly informed that the order could not be delivered due to ""some issue."" to make things worse, another customer care executive told me it would be delivered in 10 minutes — total confusion and zero coordination. this was an extremely frustrating experience. completely disappointed with the service. not expected from a platform like zomato."
Delivery Partner Feedback,criminal back ground delivery person no police verification of delivery boy and more ever no coustomer care work in zamato only ai reply you when delivery person missbihive with you than what can you do please do not do the order from zamato app until you get the police verification certificate of delivery person on the zamato app if any loot or dackete is done by delivery person than there is no responsibility of zamato tell me why not police verification of delivery person
Payment Feedback,sir plz send me payment option so i can choice.
General Feedback,fast and dependable. makes weekends fun.
Pricing Feedback,"too high prices of the products, even heighr than the seller , and too high delivery charges"
Customer Service Feedback,not supporting to customer. totally unfair
General Feedback,we really enjoy ordering foods various tastes of various regions.
General Feedback,zomato is much much better than swiggy. i love this app.
Pricing Feedback,resturant price iss to high and no spacial facility for gold membership
General Feedback,"every thing is proper maintenance, including delivery, discount is so so but not bad...i like zomato "
General Feedback,i saved rs 139 for first time order it's nice experience for me thanks to tomato
Delivery Partner Feedback,bad delivery man bad experience
Delivery Issues,ordered tawa meal from nazeer. they sent one single piece of chicken and 2 khamiri. the chicken piece did not have any meat on it. zomato refused full refund. resturant refused refund. this is fraud.
General Feedback,good service abhi ke liye
General Feedback,"this app work like fluid,great work guys !"
General Feedback,good and quick response and delivery
Delivery Partner Feedback,my orders are always late for 20 to 25 minutes & i have not option for cancellation for that....they are charging total amount of order as a penalty charge.... & their some delevery partners are fraud! totally worst experienced with zomato
General Feedback,superb good features.... i love the schedule feature
Food Quality,stale rice served in name of vegetable pulao. high delivery charge with unrealistic surge charges. delivery boy don't have idea of any route ...
General Feedback,zometo always hi best tha hain and rahega
General Feedback,delivery from multiple restaurant is great
Customer Service Feedback,"review body i have been using zomato for a long time, but lately, my experiences with their customer support have been incredibly disappointing. the chat support system appears to be designed only to keep customers occupied, without providing any real solutions or resolutions."
Payment Feedback,worst service can't use zomato cash after adding money to wallet
General Feedback,the app is really good.
General Feedback,feeding the hungry is god's work
App Performance,"app will show less time and then they will club order and you will be stuck in indefinite wait. when i told to cancel, they told all the order amount will be deducted. chatbots are worst."
Pricing Feedback,delivery charges should b removed ...
General Feedback,good experience in food filing 
Customer Service Feedback,vey bad service for zomato and zomato excutive service
Delivery Issues,"worst app, always giving delivery in delay"
Customer Service Feedback,"it's impossible to reach out to their support. the ai model is pathetic. even after telling the agent to transfer to an agent, it doesn't care and keep giving annoying responses. swiggy's agent at least transfers on request."
App Performance,"i've already rated this app 5 star years ago and still to this day the app asks me to rate it on the playstore after every order. so from now on, i'm going to come here to reduce a star."
Delivery Partner Feedback,the delivery boy is very polite
Delivery Issues,ordered for last 1 hour yet not deliver then when will deliver and when digest. bakwas app hai and deivery no correct time.
Customer Service Feedback,"bad service, grievances are not resolved"
Delivery Issues,i have prepaid ordered in zomato on tuesday n their delivery partner has delivered my order on wrong address i call that lady unlimited times but she stop responding i do complain about the concern but my issue was not resolved my money was not returned nor i got my order. they all are cheaters
General Feedback,superb food and superb facilities
Food Quality,worst experience they don't think about the customer and support the restaurant to serve bad food to the customer well done zomato...
Customer Service Feedback,zomato is making profits in the entire market only because of cheating and fraud. zomato was a cheater 
Payment Feedback,"zomato is a complete fraud! i placed an order and later realized that the outlet wasn’t even a popular or trusted brand, so i cancelled it immediately. still, zomato gave the full amount to that outlet! this is pure cheating—they keep doing this again and again! at least deduct a fine and return the rest of the money. why should customers lose their money because of your pathetic policies? absolutely disgusting and unfair!"
Customer Service Feedback,"they are scammers , no response on complaint. looting customers . 3rd class app"
Pricing Feedback,normal rate on all item.
General Feedback,well what to say a lot better than swiggy that i can say.
General Feedback,very good service. even in a tier 2 city like rourkela very good service.
General Feedback,very good experience easy to use and fast delivery
General Feedback,prompt delivery and easy to order. delivery is on time
General Feedback,it's the best place to order online food
General Feedback,great fooding experience sitting home...
Pricing Feedback,"overpriced, no discounts, swiggy better"
General Feedback,great app with great discounts
Delivery Issues,"i've recently had the worst experience with zomato. the wrong order was delivered to me and when i complained about it on their email, they said the photos i sent were not clear and after sending them twice they stopped reverting back. it was really disheartening. very disappointed in zomato"
Service Requests,why aren't the shops open at night? why bro don't you want to eat at night?. people get hungrier at night. 
Delivery Issues,worst app ever dont ever buy gold subscription they club orders and cause delivery delays and there is no human support to assist.terrible experience
General Feedback,बहुत ही घटिया सर्विस हैं इसका
General Feedback,में एक गवर्मेंट सर्वेंट हू जोमेटो की की डिलीवरी बहुत ही खराब है आज ही इसको अनइंस्टॉल करे में तो इसपे cash करने वाला हू
Customer Service Feedback,customer support worrest i have ordered fry piece biryani in some restaurant they sent empty biryani rice n some dry statter piece i have reached to support they sent reply we are not able to take any action i have sent all photos but they not ready to take any action.
General Feedback,good app nice app very good.
General Feedback,it is really helpful to order your favorite dish from your favorite restaurant and it reaches to you in 30 to 45 minutes
General Feedback,addicted in middle of the night #cravings
General Feedback,using since last few years and not disappointed like swiggy.
Delivery Issues,hi zomato please it's my request for zomato i'm giving order in zomato app in one restaurant and restaurant items not displayed in app but i'm giving order 2 leg kebab but the restaurant gives me a small leg piece and the order price is 263 rupees but 2 leg pieces cost is just 120 rupees but they parcel are open me 2 small leg pieces why are giving me and i'm chat with zomato support this app what we telling me your order are correct why you are correct this order please give support
Payment Feedback,fraud app without delivered order show delivered i order for something and paid for that but i donot get my order fraud
Pricing Feedback,lots of irrelevant charges i also subscribed gold membership which showed free delivery within 7km but no....even after ordering from 1 km away restaurant it charged delivery & other so many irrelevant charges.....
Food Quality,"i ordered a pizza from zomato and it was a complete disaster. the pizza was hard as a rock, completely overcooked, and nothing like the photo shown on the app. it felt like i was chewing on cardboard. absolutely no freshness, no taste — just a cold, stale mess. zomato should be ashamed of allowing such food to be delivered. this is not just disappointing, it’s unacceptable. i paid good money for a decent meal and ended up throwing it in the bin."
Customer Service Feedback,"bad experience, delivery partner saying it's from system, & zomato chat is ai chat bot zia. no support"
Food Quality,it is on time and the food was still hot which was pretty good and the tast was also nice and fresh all was amazing 
Delivery Issues,very late delivery and most expensive foods
Pricing Feedback,excellent app and genuine price
Delivery Partner Feedback,on time delivery..delivery boys are very gentle man ....
Pricing Feedback,despite being a gold member the offers are not that great. this app is looting people
Delivery Issues,wrong item was sent! zomato said we can't do anything about this
Delivery Partner Feedback,was not packed properly delivery partner was not from zomato i feel it's from local food cart n delivered under uncle lobos restaurant
Pricing Feedback,no offers also high prices
Food Quality,"good , i'm happy nd i'm always enjoying your food "
Customer Service Feedback,"worst app for customer care service. they don't help but frustrate you with their ai and ignorant customer care staff. restaurants easily get away with wrong or poor quality food and delivery partner can easily get away with your food. they will keep asking for proof repeatedly and inspite of you everytime providing proofs, they will change the staff person and then you've to explain the issue to the new staff again. they say proof pic is not good quality and then change the staff. fraudsters!"
Food Quality,this is one of the best food app
App Performance,"horrible app. the amount of money i've wasted trying to order something on this! right when you want to communicate something important, the app goes ""something went wrong. please try again later"". never have i felt so frustrated with an app."
Pricing Feedback,quick delivery and reasonable pricing enough
Customer Service Feedback,"today i hv had very bad experience with zomato, i will request all my friends and colleagues not to deal with zomato. they never care to reply to your mail.not fit to resolve your complaint/grievance."
Delivery Feedback,good work continue and make sure the order will reach as fast as possible
Food Quality,nyc app for food delivery
Customer Service Feedback,"good but help centre is of no use, they never help"
Payment Feedback,not allowed cash on delivery i am regular costumer off zomato minimum online order 40000
Delivery Partner Feedback,"zomato has done a fraud with a delivery boy called tarun,he has picked the order cash on delivery which i have done not deliver yet and showing delivered"
Food Quality,great everyone must try this indian app ..
Food Quality,it's a nice app and user friendly and i strongly recommend this app for fresh and fast food delivery
App Performance,very easy to take order
Delivery Partner Feedback,delivery partners commit fraud. they deliver the order to the wrong place and eat it themselves.
Food Quality,great restaurants great offers and great coupons... love it
Pricing Feedback,very smart at looting your wallet.
App Performance,this app is so good and best experience
Customer Service Feedback,"restaurant slave application zomato is... they ( zomato ) just doing delivery boy work, no control on partners... no reply on complaints, no accountability for any order no refund.... no refund...."
Payment Feedback,scam 🤯 vest amount not used zometo app boycott zometo
Pricing Feedback,very much satisfying and the only thing is restaurant charges seem to be too high.
Delivery Partner Feedback,"timely delivery and the delivery partners are also hardworking, dedicated and humble."
App Feedback,good app for when i hungry i used this app to solve my hingry
App Performance,the app couldn't search waffle cone..
Customer Service Feedback,"poor app, no way to connect to cust mer support."
App Feedback,trusted app zomato good for everyone delivers 24 hours food great.
App Feedback,order and enjoy your food 🫵
Delivery Issues,the support system is really bad after order is delivered they only refunded half of the order amount from my order which was delivered completely wrong and the delivery person was also rude at the time i asked him for a solution never prepay for an order and pay in cash after checking the order if the order is wrong report it and don't accept to save yourself from this kind of situation. i tried i lost my trust and money and i also received wrong and very less as compared to what i ordered
Delivery Issues,"one of the faltu customer support team, i have ordered food at 9.07 and it got delivered at 9.47 which is too late when i told them to cancel and cancel and refund the amount they said will cancel the order amount won't be refunded such a low profile company...not book from this better go to hotel and collect..."
Delivery Issues,the delivery time is a lie. the time hardly changes.. been showing 7mins for the last 10mins.. been waiting 2 hrs for my food to arrive..
Customer Service Feedback,success has gone in the head of dipender(founder of this app) or may be he does not realise it how his team is behaving with the customers. they do whatever they want. no support. totally disappointed with recent experiences. should totally avoid using this app anymore. hope god does justice to this app and to the people associated with it by showing them big downfall.
Delivery Issues,not delivered to time specially for night (10bje ke bad dilivery nhi karte ha time pass karke order cancel kar dete ha fir bolte ha apka to refund ho jayga
App Performance,when its need its always unavailable worst app
Delivery Issues,அன்பார்ந்த டெலிவரி பார்ட்னர் அவர்களே உங்கள் அனைவருக்கும் ஒரு வேண்டுகோள் இந்த டெலிவரி வருமானத்தை வைத்து நீங்கள் பூர்த்தி அடைகிறீர்களா சத்தியமாக இல்லை ஏனென்றால் என் அனுபவம் பேசுகிறது நானும் டெலிவரி வேலை தான் பார்த்தேன். கார்பொரேட் கம்பெனி காரன் வாழ நாம் சாக அதான் உண்மை. ஒரு பஞ்சர் பாத்தாலே 300 ரூபாய் அப்போறோம் வண்டியின் தேமானம் அனைத்தையும் பார்த்தல் அந்த வேலை தேவையா இப்போ நான் 20000 சம்பளம் வாங்குகிறேன் ஏதோ பெரிய வருமானம் வரும் சந்தோசம் வருகிறது அதேதான் zomato லாயும் பார்த்தேன் ஆனால் அப்படி
App Feedback,nice app for food delivery
App Feedback,best app for delivery of food
Delivery Issues,the worst experience is that they never reach on time just passing the time and wasting the time of the customer zomato's aim is to frustrate the customer i appeal to everyone to switch to another food delivery partner
Delivery Partner Feedback,"i'll ordered first time from zomato app,i used first time but i was very satisfied with the service, delivery boy was also behave well,i'll ordered at bhandara bela, i received my order on time, "
Food Quality,it was amazing and he gives food hot and tasty at on correct time
General Feedback,a blessing to humanity and nerds like me
Customer Service Feedback,world's worst delivery application only making coustomers fool.. pathetic
General Feedback,for the first time really appreciate it's quality service  and got lots of amazing order....
Pricing Feedback,apne jarurat se jada mehaga de rahe ho itni bar order krne ke baad bhi
General Feedback,thanks for dhokla in compliment
Food Quality,"i received a stale and foul-smelling cake for my son's birthday. not only was the product unacceptable, but the app offers no proper way to file a complaint or speak to customer service. it's incredibly frustrating that platforms like these can profit from customers while ignoring basic quality and accountability. there seems to be no government regulation to protect consumers from such negligence."
Delivery Issues,writing this review with a hungry stomach absolutely useless
General Feedback,really great... much better than other food delivery apps
Delivery Issues,"overall the experience was really good, but today they messed up everything, first of all the restaurant number is wrong then my order got delayed and now finally cancelled. the reasons they didn't find any delivery partner nearby for the entire 45 min and this whole happened at 10 pm, so now after 10 pm me and my friends have to stay hungry because we are currently out of the city. while the customer care person repeats the same automated message again and again and only provides coupon "
General Feedback,i love this app because i can get my favourite food whenever i want at very low price 🥰
General Feedback,very best app for zomato
General Feedback,best for lovely time spend
Payment Feedback,excellent app but add coupon codes for phonepe payment
Pricing Feedback,high experience delivery restaurant jyada kimat mein bech raha hai bas kar
Delivery Issues,worst food delivery application food is always late and fake customer support
Pricing Feedback,"look how zomato is looting us... they are charging additional gst over and above restaurant charges + delivery fee rs37/- for just 1km delivery distance + rain surcharge when there is no rain for last 12 hrs + platform fee.... so, for ordering a rs.130/- worth of item you are paying rs. 210.55/-. i mean, who does that?? it's open loot... they are just white collar thieves..."
Payment Feedback,waste app and waste payment system of this app
General Feedback,meri wife ke mayeke jaane ke baad zomato ka hi sahara hota hai..thank you
General Feedback,very friendly lovable companion... satisfies my need of food whem am hungry
Delivery Issues,worrest app if you want to wait for 3 hours for the food you order you can book food from this ..... worrest app......
Delivery Issues,too much late for delivery
App Feedback,much better than swiggy with ui
Delivery Issues,bekar app h oder kuch karo aata kuch aur h aur refund k naam pe 10/20 rs dete h
Customer Service Feedback,"very poor customer support services, the number of the merchant was not updated and caused very much problem to connect with them, also there is no option to connect with the zomato customer support team..... this was the 2nd time that the same issue has repeated"
Service Feedback,i love this app it has fast delivery and food at your door step
Food Quality,zero rating... pacakging is bad... delivery person eating throug parcel
Service Feedback,"excellent service, on time delivery.."
Delivery Issues,at multiple occasions my order has been extremely late or cancelled & after wasting an hour or more waiting for it. this has happened way too many times now & everytime there are no additional steps just an apology from the chatbot.
Service Feedback,i like it wow zomto
Customer Service Feedback,"i have order 2 dishes from a partner restaurant, both 500g. i received both products in a container with quantity of 300g-350g. upon call with zomato for 15 minutes, ultimately, they sided with restaurant. this is just lack of responsibility and pathetic user service experience."
Pricing Feedback,delevery charge kyu jod diye
Customer Service Feedback,"horrible experience with zomato. i had ordered some ice creams, a few were missing, there is no customer support absolutely. after mailing my concern, they reply after a week apologizing and stating that they are unable to verify. their rivals like swiggy are much better, atleast they have decent customer support."
Service Feedback,always you are best in service
Food Quality,a lot of food was spilled but no refund for the spilled dishes. standard reply that zomato will pass on the feedback to the restaurant. such an awful experience. shane on you zomato..
Payment Feedback,"hi, still i have not received refund money"
Pricing Feedback,qq no doubt the service provided by zomato is top notch in food delivery chain only one question why the delivery charges are too high it really makes food expensive and actually a big loss coz people will not prefer to order
Payment Feedback,i have ordered food and select cash on delivery but when the delivery person arrived he forced us to do online payment and not accepting cash! this is so disappointing!
Service Feedback,good and fast service. no errors by this app during online payment and also delivery person delivers without problems.
Customer Service Feedback,y log koi action n lete food ko leke
Service Feedback,what else if not zomato
Service Feedback,soo many options for eating outlets and a professional service
Payment Feedback,i have not received my refund amount 
Pricing Feedback,"it's very good for good food orders, so many offers compared to the restaurant rates "
Delivery Issues,this is harsha from tirupur. i have paid the amount through gpay but as of now i am getting my food. really no response from them and online food is sometimes cheated to us. please be aware on this zomato
Customer Service Feedback,one of the worst service
Pricing Feedback,"good price compared to swiggy , faster delivery and variety of options available"
Delivery Issues,"orders get cancelled after being accepted for 50 minutes. quite frequent now, qualtiy , service and reliability has gone down severely. will not recommend."
Delivery Issues,they are given member ship and not deliver food on time. always delayed intentionaly because they are fraudy. i am suggest to all user to use swiggy.
Food Quality,it's the only app who can own my respect towards food...
Delivery Issues,very late and bed service 
Customer Service Feedback,the worst customer service experience... i ordered a few items from a restaurant. but two drinks are missimg .. that cost more than 600rs... but after complaining all they can do is . say we are sorry for the inconvenience caused... . but we can't do anything.... if i haven't gotten the order... atleast have the decency to refund money.... the worst customer service ever.... rs600+ is not a small amount that anyone can let go as inconvenience...
Customer Service Feedback,if you have any issues there is no customer care number... in chat also we have to talk to a bot in which we can only reply with the options provided by bot.. it's really ridiculous. they don't care about customers now. even 1 star is too much for them
Delivery Issues,zomato is just a 3rd class.... it's showing 35min to deliver and after 35 min it's still showing 15min & also on time..... just 3rd class... by default i have to give rating of 1 star... otherwise i would like to rate them -5*.... they actually deserve.... here in karnataka
General Feedback,super fast delivery with unmatchable offers
General Feedback,zomato is more and much better then swiggy
Customer Service Feedback,worst experience multiple times and issue was not resolved....spoiled our evening....customer care service is worst.
General Feedback,food is on time. really nice
Payment Feedback,fraud scheming app ...got cheated by their petite tactics. ordered food then after 30 mins got message of payment failure & reorder to get item and of refund of money within 2 hrs ;then ordered again; then after collecting the order a delivery person came and told me to collect the cancelled order. then they keep pressuring me to take the order which was cancelled by them ! understood got cheated i connected their consumer support chatbox bt result 0! time to uninstall and never recommend.
Payment Feedback,"very worst customer care and cheated with out any prior intimation of 100% deduction charges ,without permission,if we cancel the order they have to convey the problem of resolving the situation of cancellation charges 718.65 rupees looted this zomato from my side here the proof ,i cancelled the order without intimation cancelled the order money won't came back, then asked they said cancellation charges 100% , then i said send my order back but they won't respond very unfair.worst zomato."
Customer Service Feedback,"""i am very disappointed with your service. i had just ordered a burger and coke, and the coke was completely leaked, making the entire packaging wet and messy. i immediately contacted customer support. they asked me for images three times, and i provided them each time. but suddenly, they just said, 'we’ll be careful next time' and ended the chat. this kind of response is extremely irresponsible and disrespectful."
Food Quality,the food is not hot so try to provide hot food
General Feedback,gud collaboration of restaurants n food serving industry delivery on time d boys r working well
Delivery Issues,"used to be a loyal customer, but moving away now as the service is degrading every day. for few days i have observed, that the orders are constantly getting delayed by average delay of half hour, and customer support is not helpful here. on top of these issues like order swap, order cancellations are getting more frequent. and prices are being increased for service degradation. what a joke. i'm done with this app now."
General Feedback,super taste and good service
Delivery Issues,"my experience was horrible. i received a completely wrong order and contacted the zomato customer support immediately, but received ai generated ""regret"" responses. i mailed the support line with the invoice, order id, and pictures of the order that i have received; i was still told ""we can't do anything about it"". the order received is completely destroyed, smashed together, and was inedible. if zomato doesn't know how to deliver orders properly then it shouldn't take our money."
Pricing Feedback,rs 10 for platform fee? is not that obnoxious?
Delivery Issues,one of your delivery partner has delivered the order with some items missing after checking items we have called your delivery partner he said it's not his responsibility after delivering. after that we have complained in zomato app and their answer is to mail the details we will rectify in 72 hours. as per their answer we have stay without eating food for 72 hours.
Payment Feedback,"very worst experience we had, we ordered the food and my money was debited, but my food was not delivered and my money also not refunded, please don't order anything from app, disappointed with this cheating peoples..."
General Feedback,4 becuse of wife . . .
General Feedback,best app for food delivery
Pricing Feedback,bahut zyada accha h lakin ak chiz ke kami h ke is ke ander rupees bahut zyada aa jane h
Customer Service Feedback,customer support is pathetic otherwise zomato has nothing to do with the quality of food!
Customer Service Feedback,pathetic customer care service. cheater attitude and even there is no option to connect with customer care for the issue resolution. swiggy is much better than this hyped zomato. it's better to uninstall this app .
Customer Service Feedback,"worst customer support. even when the restaurant asked me to cancel the order because they don't have the item in stock, zomato still charged me 100% cancellation charges. the worst part is, they don't have any option to reachout to the customer care apart from in-app chat support and the in-app chat support is pretty useless in this matter. no wonder zomato is becoming profitable with such looted money."
Delivery Issues,they deliver my pizza to the wrong address they went back picked it up and delivered me that same pizza it was cold and the box was completely opened by someone . never got refunds or a new pizza just stuck with a cold old pizza no one can eat due to the box opened and not sealed poor business practices not happy
General Feedback,pet bhook shant krna punya ka kaam hai
Delivery Issues,this is the 3rd time i have faced this issue.... order arrival time kept on changing and your ai system is just sorry restaurant fault....this time i have taken all the screenshots....... delivery partner was not assigned but your ai message is saying food will reach you in time.... i have screenshot...and i will post it everywhere.... i am gold membership of zomato....but this is the 3rd time i have faced this.... really disappointed....
General Feedback,"great service,without getting tired of going out and buy food"
Customer Service Feedback,customer support service is excellent
General Feedback,very nice app i m lovng it...
Delivery Issues,"third class service, and not delivering orders after 1 hours since orders and not supporting any thing"
General Feedback,its very noice app to use
General Feedback,easy to use.gives more discount.
General Feedback,g o o d y r r
General Feedback,good for instant need of food
Delivery Issues,very disappointed. one item was missing from my last order. i mailed but got not proper response.
Delivery Issues,i'm ordering two items of biryani but the one item is missing i'm waiting for this order for 30 minutes and i'm so hungry time is also a waste simply zomato 112 rupees intimate refund but the order amount is 155 i'm facing this issue mentally stress so bad just uninstall this app
Delivery Issues,"orders are getting delayed most of the times now, delayed upto 1.5 hours, it has been the case multiple times, the reason is sighted either restaurant had high orders or delivery partner not available, if that is the case then why zomato does not take this into account while showing the delivery time? it is plain customer misdirection and unprofessional and unethical practices. on top of that they mark it delivered even before delivering."
Food Quality,chicken 65 is not good very hard and bad small
Customer Service Feedback,third class app. third class support. customer support is extremely rude they don't even care about their customers money and time.
General Feedback,"zomato is my go-to food delivery app. the interface is smooth, restaurant choices are wide, and delivery is always on time. i love the live tracking feature and great discounts. customer service is also responsive and helpful. never had a bad experience. highly recommended for food lovers! their service and food so delicious and so helpful for people. i love this app. india number 1 food delivery app. i recommend people order food in that app.🤩"
Delivery Issues,poor service in mandsaur. order is more than 20min late
Payment Feedback,nice app . all my orders were warm and tasty. but now the cash on delivery is not working.. whyy
Customer Service Feedback,"the application presents significant challenges in order management. specifically, the inability to cancel an order after submission, coupled with the imposition of a full-price penalty for order cancellations, negatively impacts the customer experience. this policy warrants a review to ensure customer satisfaction and fair practices."
Food Quality,"there is no meaning of cooking instruction, it is just to show that we prepare food according to you. this is a very useless service, when cooking instruction is not to be followed then why have you given the option."
Delivery Issues,they have worse services over time issues i'm writing it
Food Quality,"i received a cigarette bud in the masala of the masala dosa, i wish i could give a minus rating for this"
General Feedback,really it's very good and responsible and very useful for night time working people
General Feedback,enjoying due to good service
Delivery Issues,never order food from this app if you want to order just order cash on delivery if prepaid order is done everytime items will be missing items will be sent wrong if you go to help in support you will not get any solution you will not get any refund they will just text and close the chat i don't suggest cash on delivery also
Customer Service Feedback,"if zomato read this review kindly note our issues .. *poor support for delivery partners, *tickets are closed without solving the problem. *low long distance return pay (6 rupees for 10 km (how tf it's helpful for us)). *no proper rain surge. i have been delivering orders on rainy days without getting rain surge(many days). *support teams are answering lethargy attitude (they want to close the ticket). *we can get call assistants for only customer needs not for delivery partners. etc, ...."
Pricing Feedback,good but little bit rates are higher
Delivery Issues,worst app ever. takes way more time to deliver to home. absolutely worse. sometimes it takes more than 1 hour to assign a rider for the food even on a clear day. i hope it gets better
General Feedback,nice app always available for night owls
General Feedback,"great greater greatest. it's my energy saver, my sibling, my troubleshooter."
General Feedback,app is very user friendly
General Feedback,nice service for busy people
Food Quality,#zomato please don't give a multiple order to delivery partner because a some time order was cold and customer was not satisfied
Pricing Feedback,mazedaar hidden charges kam pelo toh achha hai app aur
Food Quality,getting cold food every time because of multiple orders pooling with a single rider. while charging 10-15 rupees as service changes per order along with subscription. no response from customer service for cold food. never ordering from zomato again.
Delivery Issues,every once in a while delivery gets delayed. why are even taking delivery fee and platform feee when you can't even deliver orders on time?
Delivery Issues,this app is cheap literally ghatiya isse zyda ghatiya application nhi dekhi maine jo delivery time itna long de uper se cancel krne mai pora cancilation charge bhi le .bakwaas ispe report hona chhiye atleast refund ka option to rakho ki sab haram ka hi khaoge
Pricing Feedback,bus discount jyada dedo yar offline our real mai bohot paise lag rhe hai
App Performance,"stop spam videos on the order status page no option to remove or disable, that is very annoying. also remove the donation in the order page. we do donation offline only to geniune people only."
General Feedback,i like it coming in perfect time thank u
Customer Service Feedback,"customer support service becoming worst, they are not responding properly. actually i ordered chicken 65 biryani and egg 65 from one restaurant, delivery person not delivered my order and updated order status as delivered, he didn't even called me once, i called him many times but he is not picking my calls i even called restaurant also but they also not picking my calls. i approached zomato customer support and i didn't get any response from them is zomato trying to scam us ??"
Delivery Issues,"the biggest fraud is gold membership.. moment you take its confirmed your each order will be ""slightly delayed"". .. sick"
Pricing Feedback,stop charging different prices when ordered from the same location but over different devices!
General Feedback,good service n good app
Pricing Feedback,136 ka chij 294 leta he mat lab bhikari he ye zomato company
Customer Service Feedback,very awful customer support they do not respond properly i had a problem and they are continuously showing the same option there is no proper problem solving
General Feedback,amazing idea to have food without even moving a step.
Delivery Partner Feedback,"whoever is giving 5 star rating i must believe these zomato employees. on 23rd july was my child birthday, i ordered one cake and added one add-on teddy bear, first restaurant forgot to give this to delivery boy.  restaurant person told me to order one item more, then teddy will deliver.  restaurant person again paid amount rs. 50 to same delivery boy vishal to redeliver teddy but vishal told me that he got only rs. 30 from restaurant.... trust me restaurants and delivery service are worst."
Food Quality,they don't even check what kind of quality restaurants are serving.. and most of the time you can't even speak to the customer service... being a regular customer i'm kind of getting irritated with this kind of service
General Feedback,always giving good offers. and application so user friendly.
Customer Service Feedback,no response from customer support team 
General Feedback,thanks for late night service
Delivery Issues,good but sometimes they give you late delivery because they are not working they are busy in commenting in other reels 
General Feedback,this is the first time im ordering.will tell the experience later 
Pricing Feedback,fast service and delivery. just price should not have that much difference between actual restaurant charges
Customer Service Feedback,horrible experience whenever i order from them.. uninstalled the app now.. using ai for customer service is the worst thing you could think off
General Feedback,great delivery.. with good boy 
Food Quality,very good app but i recommend that if you are craving for vada pav so don't order the vada pav from mumbai vada pav 
General Feedback,trustable food shop nearby my native
Pricing Feedback,lover zomato but the rate is high
General Feedback,bahot achchi kaam hai zomato walo ka
Payment Feedback,i don't like because there is no cash on delivery
Delivery Partner Feedback,"just ordered but not happy with your delivery person, very bad behaviour of your delivery person"
Pricing Feedback,150 delivery charges kaam hai 1500 kro usko 
Delivery Issues,"they have restaurants that take order by showing less delivery time, despite the fact they know they can't deliver in that time. but to takr orders they indulge in this type of fraud. and if you ask zomato to refund the money, they send their silly chatbot which repeats the same answer and offers to cancel the order without money refunds. seems both party are involved in this. pathetic service"
Customer Service Feedback,"horrible customer service, they don't cater to customer. complete cheat of a company ...."
General Feedback,very good app for online craving food delivery
Delivery Issues,"worst app ever, delivery address is not acceptable by zomato app. swiggy is 
better than zomato"
Customer Service Feedback,"no doubt ,it is a famous app ,but there is no customer care service."
Food Quality,tasty food i am really appreciate 
General Feedback,good app almost every restaurant is covered and there is variety.
General Feedback,nice well see in future
Feature Requests,please ask restaurants to add halal/ non halal certifications.
Delivery Issues,it's taking longer than expected
General Feedback,its very use full... superb...
General Feedback,"awesome experience! zomato is fast, easy to use, and super reliable. food always arrives hot and on time. great app and service — highly recommended! "
General Feedback,it's always reliable at any time of the day ... especially late night
Delivery Issues,worst experience by zomato today. not able to deliver order on train. delivery boy and partner is not accountable.giving false promises by zomato customer support and it is not delivered after 1 hour. result is hunger suffered by old age people in train
General Feedback,"better than swiggy. swiggy is filled with carousels ui elements and that's disgusting and fries the brain. zomato is relatively far far better, classy more usable."
Payment Feedback,why give cod option when you are always (disable) saying this method is unavailable
General Feedback,"best experience, excellent. top delivery facility in india"
Delivery Partner Feedback,bad delivery boy. i have last order tomorrow and i have order cancel but online payment not refunded my account. your order from bombay gulalwadi manekchowk wala has been cancelled as requested. we are very sorry for any inconvenience caused and hope to serve you again soon. -zomato your order from bombay gulalwadi manekchowk wala has been cancelled as requested. we are very sorry for any inconvenience caused and hope to serve you again soon. -zomato
Delivery Issues,very bad experience galat delivery dete hai. aur paise bhi refund nahi karte. call lagane ka koi option nahi.
General Feedback,"best food , delivery and offers too"
Customer Service Feedback,really bad experience i faced today now zomato also started scam. no response from their end after emailed to them
General Feedback,best for those midnight cravings
General Feedback,"just had the nizami chicken biryani with double meat from paradise biryani, and it was absolutely awesome! the portions are generous, with big chunks of chicken pieces. perfect for two people, the taste is incredible, and the meat is super tender. highly recommend! thanks, paradise"
Food Quality,very bad customer support. no help from customer care when you receive bad/ stale food. no replacement no exchange. #banzomato very very bad customer support. received burnt food. but not got any refund neither replacement. very bad service. no online order from today.
General Feedback,"perfect option for food delivery, chipest rate , faster delivery"
General Feedback,nice services really lv it
Delivery Issues,"always received order on time, available all outlets in one window. only had one bad experience when received wrong order and zomato didn't respond."
General Feedback,easy to order and quiet helpful
