topic,review_text
General Feedback,fast n easy to oder
Pricing Feedback,fast delivery and low delivery charges
Service Feedback,worst experience they offered free coke while placing order and when delivered free item was missing and customer support just saying sorry and no resolution provided.
Delivery Issues,i always get the product 10-12 mins late and every time i placed an order it get delayed every time.
General Feedback,super fast delivery and all type of products are available. even they give offers. must use app
Delivery Issues,pathetic....they always take the order first and then cancel it due to non availability....
General Feedback,i have used this app usually daily basis i really love this instant service provide by blinkit.
General Feedback,amazing delivery and rate. i recommend all.
General Feedback,hassle free delivery just in minutes. happy with the service.
Service Feedback,very baad service mere paise kah ghi expiry date dite ha order me hor mera missing order ve tha
Product Variety Requests,loving it. want more inventory.
General Feedback,i think best app and world fastest delivery app
General Feedback,very good experience i just love it 
Delivery Issues,"not so good, delayed service, sometimes not getting the items , please check your order every time you receive.l delivery person don't bother to check before. very much poor chat support.only bot answers"
Delivery Issues,"irritating, ordered for first time, it showed 18 mins.....and turned out to be a never ending wait."
Payment Issues,"i wanted to change my address but it wasn't available, and i had to reorder and cancellation charge applied."
Pricing Feedback,high price of vegetables than other apps and half of the items which i ordered didn't come.
Delivery Issues,"waste app madurai -625014, delivery not available...."
General Feedback,very good n fast delivery 
General Feedback,blinkit is very good and fantastic
Delivery Issues,slow delivery it is worst. thanks to swiggy instamart. apka sabun bht slow he yaar..
General Feedback,"blinkit is one of the best last minute apps in india. apps like instamart sometimes disapprove options of cash on delivery and always glitch, blinkit has many more options and is just better"
Payment Issues,pay on delivery is no available 
Food Quality,i ordered ice cream twice from blinkit and they never deliver it with an ice pack and due to this i always have to eat melted ice cream. very disappointing.
General Feedback,really very fast service... i'm happy with it..
General Feedback,makes life easy and comfortable
General Feedback,nice app...and delivery too good easy to use
Service Feedback,"worst service, i wanted a biggers screen than what i received, within minute i ask for the replacement they directly refused. 8.5k i invested. no use of the screen that i receive, they should understand the concern of their customer. wanted to buy bigger screen from blinkit itself."
General Feedback,today i ordered a printout of my admit card at 11 pm. tomorrow i have an exam in the morning shift i was freaked out as this city does not open the shops till late morning .but blinkit saved me 
Pricing Feedback,service is good but more delivery charges
General Inquiry,all good but still no coupon code 
General Feedback,yah bahut achha app hai jo ki mujhe kesh on dlebey ka option diya hai
Pricing Feedback,charges ke naam pe loot chalu he
Pricing Feedback,nice app but charges are very high
App Performance,unable to cancel the order
General Feedback,because this is india last minute app i order at 1:30 am and my order is on the way so i like this app this app is very very very very wonderful i give him five star about my review thanks
General Feedback,u guys are so good like u literally deliver every thing i need in 8 mins i  u🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳
Service Feedback,"no one to assist in case of any issues,,, just the automated messages"
Pricing Feedback,"this app is so good . i am just impressed with their newly launched printout it's perfect for emergencies ,but the price is a lil bit high .... anyways it is "
General Feedback,"user friendly and very useful, timing is also great."
Delivery Issues,not on time bad experience
General Feedback,very good app for groceries
Service Feedback,very bad don't install it. they are making too fool others and there employees cheated to customer's please be aware.
General Feedback,good products and very fast delivery
General Feedback,"too good,too helpful the best"
General Feedback,love blinkit .... blinkit zinda baad love mama dil se haar time mere sath
General Feedback,great app. must required for all
General Feedback,very helpful help i just feel very good with this app very awesome app
Product Availability,"hey blinkit i always order my grocery from this app only i like this app very much, but i have a humble request for the doctor choice peanut choco butter cream fudge is not in stock i hope u will bring it in stock soon "
General Feedback,it is available even in sunday late night hours and i got the free delivery upon purchase of small 5 items which is slightly more than rs 199/- well done and keep it up 
General Feedback,best delivery app for people
General Feedback,"it's good to shop, guys, just do it this way."
General Feedback,good service and timely delivery. delivery people are also well mannered and helpful.
General Feedback,"got my delivery in 10mins, awesome app."
General Feedback,it's great help wen u are in need of things at odd hours .
General Feedback,i cannot describe as i just started may b e later after some more services n about products u deliver.
Product Improvement Requests,good and fast response.. need to work on the combos list for fast and tin foods....
General Feedback,great app and really useful.
General Feedback,very good products and fast delivery
General Feedback,food delivery is so fast and the delivery guy is so good and i got the cheap price
Product Availability,some products or variations of products are not always available on time of need but it's a good app all and all
Food Quality,very quick service. need to improve quality of fresh veggies and fruits
General Feedback,fast service in best price
General Feedback,quick and efficient service. the product list is handsome. timely delivery. very pleased with the overall purchase experience.
General Feedback,this app is like a godly app it's service so much wonderfull and all things are fresh
General Feedback,love it service of blinkit
General Feedback,"excellent delivery, i get what i need and within minutes. user friendly and fast ordering process...."
Delivery Issues,"i put all my of information on app my name , address everything but whenever i order anything my name and number didn't show up to the dilivery person and the dilivery person gets confused and it takes more than 10 mins to dilivery my order i don't know what is the problem i hope you will understand it so in future it won't cause any problem , about the app it's really good"
General Feedback,"great experience, great app ."
Pricing Feedback,it's amazing however they are adding handling charges which is new
Pricing Feedback,delivery charts boot jayada lete kya delivery charge.jayada lete hai
General Feedback,really helpful for this app
Service Feedback,delivery partner do not follow instructions
Service Feedback,froud hai zomato or blinkit wale
General Feedback,decent and reliable experience so far. much better than zepto or instamart at my location in hyderabad.
Payment Issues,never order with cash on delivery as if u do dnt expect your change to be returned  anyhow
General Feedback,good service fast delivery and transparent in prices
Pricing Feedback,tooooooo expensive.... tooooo much expensive..
Food Quality,"this is a fraud app, never purchase anything from this app. i had bought milk packet, all were spoiled when tried to raise concern it's not even allowing when tried to upload image/video it's getting retry and no other way to talk to support team. it's a worst experience ever."
Product Variety Requests,please allow to order food from any restaurant tell all things are very nice and it is very useful
General Feedback,nice prefect and very confident to oder and  happy
General Feedback,good service and very fast
General Feedback,its very useful app very very thankful
Food Quality,ghatiya app hai maine chicken mgaya tha etna ganda badbu aa raha tha chicken se ki pure ghar me badbu fail gyi . aur koi customer care number bhi nhi dete
Delivery Issues,the delivery is very late
Payment Issues,this app scam you at the end. they will not take replacement nor refund for the product which you don't like. ⁰
Service Feedback,delivery agent was very rudely behaviour and he use the abusive language on call at the time of delivery.
General Feedback,sometime it make easy to shop and m loving it🥰
General Feedback,"it's good for essentials, but peoples are making lazy themselves due to this"
Pricing Feedback,taking so much delivery charges
General Feedback,they are saying the right thing in india's last minute app iam so much happy about this app🫥
Food Quality,horrible....they do not understand basic segregation of the products for the delivery they deliver pineapple with milk packets and the milk packet then burst and leak they deliver a torn milk packet and then make you clean all the mess because the milk is spilled over all the products and when you clean everything and raise a complaint they ask for the live photo and video which obviously you do not have think before ordering from here .. swiggy handles such situations far better
General Feedback,quick delivery and have all needed stuff
Service Feedback,this app is so useless i ordered some items on it. payment is already done by me and on my blinkit app shows that order was delivered but yet not received by me. not any help and costumer care support.
Pricing Feedback,delivery charges are very high
Service Feedback,"i will give it 3 stars, because they have a very poor refund and replace policies."
Pricing Feedback,bit costly compare to other delivery app.and what is handling charge ? you people already take money from us other than that u can also take money for handling that's ridiculous. overall good app
General Feedback,superfast delivery of wide range of products.
General Feedback,this was very helpful application
Pricing Feedback,delivery charges are high and miscellaneous charges are not mentioned clearly
App Performance,what is wrong with the app it shows that it doesn't diliver in my location but i have seen people order near my house
Food Quality,milk products including ice creams and amul rabdi etc need better stock maintenance facilities at your stores as quite often these are spoiled
Delivery Issues,quite good but not delivering as promised in 10 minute rest is good and we're getting newly things in it keep it up
General Feedback,so beautiful app of shopping thanks for you blinkit
Pricing Feedback,but your rates are high
General Feedback,very good service and in no time delivery. thanks
General Feedback,very helpful in emergency need of grocery and vegetables.
General Feedback,good then zepto for low handling and delivery fee
Payment Issues,"asked to add 28 more for free delivery (30),than added 30 rupees as surge charge after i added more product for free delivery asking to make my purchase to double to let me have no surge charge, i'll just switch to other apps"
Service Feedback,very poor delivery service they say they work 24/7 . but never on time . there delivery partners are very rude and misbehave with the client .
General Feedback,"as the name suggest, blinkit and they deliver it"
General Feedback,"it's way better than its competitors & trustworthy, and no sneaking charges under the hood like some similar apps that i know of!"
General Feedback,इस ऐप से ब्रांडेड प्रोडक्ट डुप्लीकेट आते है
General Feedback,"very fast service, think it, blinkit"
App Performance,worst app not available all the time
Food Quality,"the product licious chicken supplied 2 packets of rotten chicken (with expiry date already over and one expiring the next day) .blinkit replaced them both...but again both the replacement packets of chicken from licious were rotten again when opened in presence of the delivery boy rohit. but ...apart from this chicken seller licious chicken......."" i can confirm that blinkit service is excellent ."
General Feedback,this is blinkit app is very helpfull and trusted this app
General Feedback,good within a minutes we can get our products
Payment Issues,showing free delivery but charged 21 for platform and handling charges
Delivery Issues,blinkit shows timings 8min but order received after 40min this is not good blinkit
Payment Issues,my money is block in this blinkit app not support me warest 
General Feedback,fastest delivery at my door step (osm)
General Feedback,help full even in rainy night the delivery comes at time
General Feedback,woww.. experience i have ordered veg nd groceries it's delivered with in 10 min. so happy
App Performance,not have all product amazon is best
General Feedback,very good and fast and super easy
General Feedback,amazing 🤩.... delivery at time .... package is good ...
Pricing Feedback,free delivery charge bol kar delivery charge jod diya blinkit walon  
General Feedback,very good and fast delivery
Pricing Feedback,why blink jitna kharab hai ki bhai aadesh jyada hai to delivery ke paise le raha hai bilkul download mat karna chuna laga diya bhai shivling kitne 145 rupaye lekar maine majburi mein liya bhai sahab
General Feedback,very good app best  in this world 
Pricing Feedback,good but useful in emergency a little expencive
General Feedback,amazing and quick delivery service!!
General Feedback,"good service since i am ordering on it,  feel comfortable, and tension free from getting things by going to market"
General Inquiry,"i'm truly impressed by the categories that are available on blinkit....it has made my life simple and easy.thanks a lot.i love your app  i'm glad that blinkit is having a print store. but here in hyderabad we don't have passport size print option, please introduce this option in hyderabad vidyanagar area."
Food Quality,its good. but vegetables quality must be better. they resole isaue very fast this i love most. i m giving 4 star to improve
General Feedback,best service !! thank you blinkit superheros 
Food Quality,"do not order any thing from blinkit, they deliver pork meat, bicott blinkit."
Delivery Issues,shown delivery time is wrong
Pricing Feedback,good service. can't replace dmart prices but i can shop with blinkit anyday.
Delivery Issues,10 minutes delivery is fake.do not have option to escalate the problem
Delivery Issues,it's taking longer time to deliver than earlier
Service Feedback,"delivery person behavior was rude, and asking me to come down to take delivery &left the packet at other door and went away"
General Feedback,good service in my area
Payment Issues,i haven't received the refund of my order that wasn't delivered to me but the money was wrongly taken
General Feedback,good for ording items for home
Food Quality,"received spoiled sprouts and peeled pomegranate with fungus — tasted bitter and was clearly unfit for consumption. extremely disappointed with blinkit's quality control. this is a serious health risk. i reported the issue through the app with photos, but no proper response yet. if blinkit claims to deliver fresh food in minutes, they should ensure it's actually safe to eat. expecting a refund and better quality checks. will think twice before ordering perishables again"
General Feedback,ok i am really impressed with the services of blinkit. the delivery was really made on the given time
App Performance,worst apo it cannot my accept current location it everytime takes uot of the state my address 
General Feedback,it was very usefull apps i use blink it many times it was good service really it was 'india's last minute app'
Pricing Feedback,"very nice app there is reasonable price,and it is for lazy people"
Pricing Feedback,total mrp price but no discount.
Delivery Issues,"good but these days when i order something it takes too long than expected like 30 mins. that could be a temporary issue but it is a big issue. i had to contact customer support and after that, they assigned someone."
General Feedback,its to good i mean its deliver my product only 10 minutes
Service Feedback,customer service is very poor
Pricing Feedback,"since it is bought by zomatol...in the name of price revise...grofers is making fraud...charges 499 for 219 price item, 300 for 200 rd item, 300 for 125 rs item...when contacted ...they told me price is volatile....yeah now the product item price is like share market ...dont know if the farmer are getting the dividend or not. grofers have reached its saturation i think...need to bring someone in competition. u dont need to be bothered....i have already 3 round of conversations...no help...."
General Feedback,it's a good aap i am full setisfy to use the aap
Pricing Feedback,in my order my order price is showing higher for ex . i oder something it's worth ₹205 it is showing ₹216
Payment Issues,delivery time is good but some problem in balance amount refund.
Service Feedback,plz ensure safety of delivery partners. life is more precious than time.
Delivery Issues,it is good but it is not coming in our area it should come to every area
General Feedback,fast and quick delivery and safe handling
Pricing Feedback,you give dilevery charge please do not give dilevery charge
Delivery Issues,the one star is for your delivery partner could not be assigned in few minutes it's not for first time it's happening everytime so do the changes for it
General Feedback,good app to be honest
Delivery Issues,the order was not cancelling
General Feedback,very nice app for groceries
Food Quality,it is a good delivering app it's fast and on point best thing the item is delivered in good quality
Food Quality,very fast sevice & quality of items are also good
General Feedback,best app for home delivery in short time
General Feedback,very useful and time friendly.
Food Quality,bahoot faltu service hai delivery tik hai but product faltu bread mangwaya jo kadwa nikla nariyal pani mangwaya to ushka khool cut hi nahi hua na pani nikla halka v
Delivery Issues,"this app is good, really good actually but sometimes it's too late and takes more time."
Order Issues,worst experience with the order didn't got what they promised with the first order
General Feedback,way better then other apps i used
Service Feedback,i have order first time but in the product get problem and the customer service also not give refund or replace . during i have order the products in product page not mention properly the product is not returnable. 
Delivery Issues,my first order was to fast i just ordered and in 2 minutes delivery boy called and arived home in 3 minutes
Service Feedback,always on top priority. ಬೆಸ್ಟ್ ಆ್ಯಪ್ ಅಂಡ್ ಪ್ರೊವೈಡ್ ಗುಡ್ ಸರ್ವೀಸ್.
Service Feedback,very very bad service given a damaged icecream box and not even picked up my call
Service Feedback,very helpful...as i'm new baby mom and not able to go outside for anything..blink it and it's people is blessing for me...and service is also super fast ...thank you !
Product Variety Requests,"you guys should also deliver architecture products like gateway paper, fevibond and more dhandha or badega please its a humble request"
Pricing Feedback,price is a bit high and some time takes 18-20min for delivery
Delivery Issues,delivers quickly. store is very near.
Service Feedback,"blinkit's feedback mechanism is a valuable tool for enhancing your shopping experience and the service itself. don't just rate; provide specific comments. if an item was missing or damaged, explain clearly. if delivery was late, mention the time. for positive experiences, highlight what worked well – a polite delivery person, well-packed items, or a smooth app interface. this detailed feedback directly helps blinkit identify and rec"
Pricing Feedback,"good but it should be free delivery n handling charges are too high should be removed as u say delivery charges free but u people include handling which is too high and charge people in another way so how u say it's free delivery ,u people are charging,all bluff , previously it was good but now ..."
Service Feedback,"i just uninstall this app . bro if you just buy from here and if any case the quality of the product you don't like the you cant get refund or return the product. and the coustomer support will say :- please sir you can go to the band for the product damage and quality issues.,"
Service Feedback,bestest way for shopping easy way cheapest price best quality
Pricing Feedback,print out is a little bit costly good in emergency times
Delivery Issues,delivers in 10 minutes time.
Service Feedback,very good service. i am happy with it.
Product Variety Requests,good but please add more things like pet necessaries of fishes and others
Food Quality,worst experience with the packaging of liquid products like lassi and narial paining. they send it in a paperbag which melts and the products fall down on the road. they simply handover the grimy filthy bottles to us
Service Feedback,this is a cheater app. blinkit doesn't refund money after picking up the product from you. today i received the damaged tv remote and i raised a request for return . within 5 minutes their person came for pickup. and after 4 hours of pickup no message came for a refund. . blinkit doesn't give any option to talk to them even they don't give option for chating. how worst online shopping app. i will never recommend anyone for blinking shopping.
Pricing Requests,nice but they can do free delivery and can add more things  but great
Delivery Issues,"on time delivery , no delay good"
Pricing Feedback,delevery charge is so high agar daily use ki product aap sell kr rhe ho to discount hona chahiye
Payment Issues,refund not received after item return.
General Feedback,its a very good app
General Feedback,"i'm really happy with the blinkit app! the delivery is super fast and reliable—most of my orders arrive within 10-15 minutes. the app is user-friendly, the product range is great (from groceries to daily essentials), and the quality of items is always good. customer support is also responsive whenever there's an issue. it's become my go-to app for quick and hassle-free shopping. highly recommended!"
General Feedback,it's a very useful app
Delivery Issues,"deliveries are not being done on time, getting parcel 15-20 minutes late but there is no compensation for it."
App Performance,"unable to cancel , modify , unable to add even a single item just after a order. very bad user interface"
Pricing Feedback,"the don't give free items ,"
Food Quality,print out packet was folded and kept in grocery food packet. it should have been handed in a separate packet and print out should not be folded
Service Feedback,"they cancelled my order 45 minutes after taking a surge fee of 30. sating that the delivery executives are not available. i tried to connect to their support team. had a word with nikhat, she said i can cancel your order and give you a refund. like it's normal for her, then she transferred the chat to his so-called senior executive, pratham. he is a foolish guy, does not allow customers to speak and keeps on repeating the same scripted lines. please use swiggy instamart."
Payment Issues,they don't allow any return or refund or exchange
General Feedback,verry use full ...so happy  .
General Feedback,supr...... even less mrp items also get from it.
Service Feedback,chor company blink it do not order and also they have no help desk my money has been debited and not shows in order also very bad experience
General Feedback,the best app i ever used
General Feedback,great services and and it makes more special in odd times
Pricing Feedback,timely delivery but prices are little high as compare to others.
Pricing Feedback,they don't sent free cane of thumsup
Service Feedback,"please train your delivery boy to follow the map first, so that he can reach the correct address quickly by following the map."
General Feedback,"you can get the daily essential from grocery to fruits , veges & stationary at very nominal prices within 15 minutes max. i am not sure of the return policy since i haven't tried that option . one suggestion is - keep more options in every category. thankyou 🤝"
General Feedback,great services even in nights you are providing everything
Pricing Feedback,earlier we used to get free delivery on ordering rs.250. now there is a delivery charge even for rs.499. maybe the demand has been increased.so that terms and conditions of the company started increasing.
General Feedback,great and fast service in all categories
Payment Issues," 1 star terrible experience! blinkit charged me an extra ₹30 without showing it during checkout. only at the payment screen did i notice the hidden charge. this is completely dishonest and misleading. no proper breakdown, no explanation — just sneaky billing. if this is how they treat regular customers, it’s clear they only care about money, not transparency. shame on blinkit. i’m uninstalling this app and switching to better services.  i can pay 30 rs but they should at least inform last"
General Feedback,delivery is very fast. nice. all is best.
General Feedback,it's a good app in emergency situations 
Pricing Feedback,"just don't let yourself get addicted to using this app and if you get used to it, you will see different prices on different mobiles. meaning, the price of the goods will increase in the end."
Pricing Feedback,"everything is fine. perfect products. but organic products are very costly compared to bigbasket organic products. please work on costing, quality and provide more varieties of organic products."
Service Feedback,bad delivered boy  expired tha pasa vbapas karu cho
General Feedback,fast delivery u can trust only on blinkit
General Feedback,very quick and accurate services good job!!highly recommend 
Food Quality,received expired products and unable to return it.no support no contact
Service Feedback,not satisfied by delivery partner
General Feedback,thanks for blinkit home delivery services
General Feedback,sir best compared to zepto no offers in zepto @zepto
Food Quality,"i had a very bad experience ordering vegetables from blinkit. the quality was extremely disappointing. many of the items were either stale, overripe, or already starting to rot when delivered. some vegetables had fungus and bad odor, and a few were even bruised and unusable the very next day. for the price they are charging, this is totally unacceptable. blinkit promises fresh delivery within minutes, but what’s the use if the items are not even fit to consume?"
Delivery Issues,this much time to delivery
General Feedback,fast delivery in just minutes with everything we need in our daily routine
Pricing Requests,need free delivery above 100₹
General Feedback,such a great service in rural
Service Feedback,the language of the delivery agent is not specified. i don't know their language. they don't know mine. how should i help him with the address. pathetic experience.
General Feedback,amazing app for emargency and all
Order Issues,ordered 4 things but i got only three
Payment Issues,cashback nhi mila use coupon kiya fir bhi
General Feedback,"excellent, quick, reliable, lot of choice now."
App Performance,"app is getting crashed again and again , not accepting password , very poor show mobiwik"
General Feedback,getting printouts and xerox last moment is the best service that you'll provide!
General Feedback,great and fast service. also good quality products are available
General Feedback,last minute saviour. truly amazing and super fast.
Pricing Feedback,"blinkit charged extra as ""rain surcharges"" but in my location right now there is no rain. this is totally illegal."
App Performance,quite unhappy with technical faults
General Feedback,delhivery is so fast and the product is also good
Delivery Issues,it's delivery time is always not on time
Order Issues,"i ordered a product with specific different variant, ofcourse i bought because my area didnt have it but they sent me different variant. when i complained they directly told that the one shown in photo might be different than the one you got. this was the most terrible line any delivery app could deliver me"
Pricing Feedback,it is good but sometimes it put high delivery charges... you can trust but not on that point of view 3 rating are enough for this
General Feedback,good application i have started to use more then the local shop vendors
General Feedback,this app is fast delivery
Service Feedback,send open a packet of food. when trying to raise a complaint it takes information & asks to wait for 5 min but after waiting 25 min also no response.... customer care service not at all good
General Feedback,very nice  this app helps on end moment 
Order Issues,every time wrong order laid delivery no value valuable things delivery very bad 
General Feedback,it is very helpful to all peoples
Delivery Issues,not at all reach on time take more than 25 to 30 minutes to reach just 2 km very bad service
Delivery Issues,it's amazing delivery speed so fast i love it i like it 
Food Quality,so fast and products are upto date.
Service Feedback,xchange karke nhi deta hai bekar hai
Service Feedback,"mai varanashi se hu inki bahut ghatiya sarvice hai .. bina costume se mile product dilever ho jata hai ,. call karo to dilevery boy bole ga mera number koi galti se link kar diya hai ...... isse achha #instamart hai"
Service Feedback,zero return policy and unsatisfactory and unprofessional behavior of their team
Pricing Feedback,this is the worst app i ordered about 200 rs but the have not free deleivery option
Payment Issues,"""i made the payment, but it went into processing, and i had to pay again"" would be called ""i already paid, but it went into processing and i had to pay again.""   payment fraud"
Delivery Issues,quick delivery within a few minutes....
Service Feedback,"i was really wondered about this blinkit app services to the customers,,,,,and also i thank to this blinkit app management and all partners and employes ,,,,god bless them"
Service Feedback,their customer service is worst of worst. they repeatedly told me to connect after some time for resolution as if i'm free all day and have no work. never using this app again.
Delivery Issues,india's best 5 min delivery app 
Delivery Issues,bery bery nois bery bery happy nao using avoryde ai em bery hopping
Delivery Issues,i have been ordered some items after 20 minutes showing notification cancel your amount refund 2-3 days
Service Feedback,the best online app that delivers everything
Delivery Issues,thankyou blinkit you're doing great job delivering in minutes..very helpful 
Food Quality,i really love this app delivery so fast product quality so good
Payment Issues,blink it is an amazing app. the best thing is that it delivers in 15min. only recommendation i would like to give is that they need to send their staff with some amount to return as change if we are opting for cash on delivery. not everyone has gpay or upay to pay online.
Food Quality,happy with this app i love this app fast delivery good quality 
Delivery Issues,all deliveries on time all items available on this app
Service Feedback,excellent customer care service products delivered super quality and quick
General Feedback,very well and good experience in blink it. it literally delivers at the time it shows . i stopped using swiggy instamart coz of blink it . greatttt experience
General Feedback,the delivery is too good..
General Feedback,the best services accross all apps
General Feedback,fast and save delivery thank you blinkit.....
General Feedback,good experience till now and recommended to all.
Service Feedback,delivered manufacturing defects product has been delivered to me what i ordered in morning again same product has been delivered to me seal was broken and very bad experience with blinkit and customer service zero rating
App Performance,amazing app fast delivery such a nyc app but kuch product available nhi h abhi iss app me
Delivery Issues,my location is not available 
Order Issues,the time when i order things the order literally comes wrong and then when i ask for replacement the order is out of stock
General Feedback,best offer got in my order
Payment Issues,"order is out of stock, but in the app it's not updated and shows in stock. if i missed by any chance. they would have just taken the money and never refunded."
General Feedback,very nice it really mean you blinkit we give it
Delivery Issues,as time given for getting order at home is 10 min but every time they reach after 20 min. so late.
General Feedback,app is vary good vary punctual
Food Quality,packing is worst for ice cream etc need change in delivery method for jce cream
Service Feedback,i ordered something by mistake instead of the product that i want so they are not making a return. very bad experience.
Service Feedback,"most poor , no contact no return ni customer care"
Food Quality,my first order which i am get is damage
General Feedback,hi this is very good apps
General Feedback,it is gud order reached ..thnk u so much..itz all the delivery boy gud ..h helped me to order my pending
General Feedback,amazing and helpful and also thankful to all the people those who provide door step service to us
Pricing Feedback,it really helps with a chance to get free deliverys from a minimum amount.
Food Quality,very bad quality and no customer support. please check and contact customer support!
Pricing Feedback,i wants to gives them zero rating for their high so cold rate to all things. when we buy a thing which is 65 rupee and after add to cart this thing is about 98 rupee so high cost . this app not for us middle class people.
Delivery Issues,nice app... helps a lot but sometimes the delivery becomes headache over-all experience is good
General Feedback,i love this this is amazing thanks blinkit salute h apko
Delivery Issues,"i placed order at 9 a.m today and was supposed to get the delivery in a few minutes as assured.when i failed to get the order by 10:30 a.m.,i called them thru the phone no.i received from the app. the recepient of the call assured me to refund the amount by using my bank account information and cheated me of rupees 220000. if you could deliver the order on time as per your assurance i would not have lost so much money.now you should compensate the loss incurred on me."
Pricing Feedback,rain surcharge should be removed
General Feedback,"amazing app literally ditched buying offline better than swiggy or zepto in delivery, quality and customer care. if anyone asks i will recommend blinkit go for it!"
Delivery Issues,very poor service delivery boy delivered my order to any other person.i complained many times at blinkit support. they always said delivery was ok but i didn't receive my order. very disappointing and harrassing as payment was already made
Food Quality,does scam in dairy products
Food Quality,bekr saman bjata h kuch urgently mangana ho to ye koi v tutta futaa saman dedeta h mene umberala mangyawa tha barrish se bachne k liye but ye insaan k bhrose ka fayad uthate h office k liye chiye hota h but dhoka dete h.
Order Issues,2 items order buy only 1 item delivered
General Feedback,very fast service n good quality 
Delivery Issues,"i had a good experience with blinkit before but now i am disappointed. i ordered three items but when i received the items, one of them was missing. when i had words with delivery partner, he told me that it wasn't available so the manager asked me to get these two things delivered. if items are not available kindly don't allow us to order it. now i have to wait for 7 days to get my refund back. even the delivery person came almost after 25 minutes while you promise for the 10 minutes delivery."
Service Feedback,this is a monopoly app. where customers can not cancel orders after placing and can not get a refund. but blinkit can delay the order as much as the can
General Feedback,really one of a kind experience
General Feedback,"i forget things,but blinkit hena"
Product Variety Requests,"fast n accurate delivery, i request you to upload pet medicines as well"
Food Quality,because himani refined is 825 ml this is wrong
Delivery Issues,not very fast food delivery if the the delivery is late they don't refund money
General Feedback,good app and fast delivery
Delivery Issues,time pe dilived nahi hota h
General Feedback,i hope scheduled order will soon come but otherwise very nice
App Performance,showing items that are not available!
Payment Issues,all my payment method showing not available
Service Feedback,your delivery partner was not cooperative....did not follow the instructions and argued with me in an improper way...
General Feedback,best ui amongst its competitors.
Pricing Feedback,"very transparent pricing, no hidden charges unlike zepto which only has gimmics based pricing , luvd blink it"
General Feedback,"🥰🥰🥰blinkit it is very good so useful very fast delivery, low price and great offers"
Food Quality,other than the stinking brown paper bags and occasional smashing of breads when put together with heavier stuff iin one bags it is a very efficient and helpful app for senior citizens like us..
Pricing Feedback,high price all grocery itam and cosmetic
General Feedback,"convenient and simple ui, pretty quick delivery; decent enough delivery personnel too; so far so good, hope it stays..."
Food Quality,not providing all day uses fresh vegetable not available
Food Quality,sending rotten items and after that not giving refund
Food Quality,"not good quality ,even rode side vendors sell good quality products"
Product Variety Requests,please add cricket shoes in blinkit
General Feedback,super fast delivery. so good
App Performance,"whenever comes as advertisement, takes me to play store"
Pricing Feedback,maha bakwaas services not follow any rules and 25 percent extra charge
General Feedback,awesome product main part is international product also available in smartcity thanx
Pricing Feedback,experience is good but it amount is very expensive
Food Quality,"worst app, got free maggots with the order all over the food, did not give me refund or any other compensation. worst customer service. never going to order or install this app again. hope you're happy giving me maggots infected food items. if i could give 0 review i would have.and i do have proof of those maggots."
Delivery Issues,"twice i got the issue of faulty delivery. i paid for two numbers but received only one. it was very difficult to get the issue resolved. such lapses are noticed recently only; reason may be their business better now. we can't contact them by phone when such issues, chatting only. a blinkit number seen in google lead to a fake person, but luckily i escaped from loosing money. hence, it is better to verify the items, count it and receive not blindly trust them."
Pricing Feedback,expenses service most highly price recommended . please update the price and
App Performance,"it provides defective electrical products and when you return the product, they provide you with a ""promo code"". such a scam this app is doing ."
Pricing Feedback,you don't have coupons on small like ₹200 please we all know you are in profit
General Feedback,best but sometimes not available
General Feedback,this good for order grocecry fastest
General Feedback,very best app delivery on time
App Performance,अलीगढ़ में सबसे महंगा ऑनलाइन ऑर्डर करने का आपका स्टोर है ब्लांकेट अब तो ज्यादातर आइटम एमआरपी कोई डिस्काउंट नहीं है फिर भी महीने में एक आद बार ऑर्डर करता हूं और आपको स्टार एक ही मिलेगा ! कूपन नहीं मिलता आपकी अप के अंदर कृपया चेक करें
Delivery Issues,delivery late and no more options other than mother choice
Delivery Issues,no delivery in my area
Pricing Feedback,extra charges is very high
General Feedback,blinkit has made life so easy!
Service Feedback,very bad behaviour of delivery boy.
General Feedback,i every day use this app this is very useful app
Delivery Issues,if we not getting delivery on time than consider as a one star rating
Delivery Issues,orders are mostly delayed and are not at time
Delivery Issues,"hello blinkit, whenever i order ice cream, every time the delivery partner brings it in a simple bag without cold bag and gel pad and every time the ice cream melts. this happens every time. you tell me, if you were in the customer's place, what would you do in such a situation?"
Service Feedback,the delivery person does not follow the location. he goes wherever he feels is right. arrogant mostly
Order Issues,pathetic service. incorrect quantity delivered. customer service is worse. i wished of giving 0 star.
Payment Issues,"very bad, blinkit take the payment online and took surge charges extra for delivery and still i didn't receive my delivery, no communication number"
General Inquiry,usefull for emergency time good app better rate 
Service Feedback,delivery boy behavior is very rude. all the time they refuse to deliver the materials at 1st floor. drop it in ground floor.
General Inquiry,i had always received the order on time
General Inquiry,i think it best for last minute delivery
Food Quality,"delivery service is very good, any the products quality is very nice"
General Inquiry,it's so good really delivered within 10 min not like maggie saying 2 min and taking 15 minutes
Order Issues,there was so nice dilevery but then i ordered something that is not return
General Inquiry,faster accurate delivery than other grocery apps.
General Inquiry,best app for day to day groceries shopping
Food Quality,i have been receiving products from blinkit with either dates erased or product bottle with ripped label.
Service Feedback,"delivery is really good one special thing i noticed if you ordered in the wrong location, they provide you the second step delivery option free of cost. love blinkit"
