topic,review_text
Food Quality,🤮🤮🤮🤮very bad food material use like waste
App Performance,it automatically changes min delivery based on my habit of ordering
Food Quality,fraudsters. would deliver expired products and refuse refund
Complaints,there is no customer support service helpline 
Compliments,easy to find restaurants and food
Pricing Issues,0star dena tha but isme nhi he muje swiggy 19ruppis ka massage aaya but us me oder kiya to 70rupis to delivery charges he
Payment Issues,"so today is 24 july my mother's birthday and i ordered food from this app the order came and the delivery boy has to take rs 200 but he took rs 720 as i ordered 1 thing more but he came first and i asked that you have came from '''place(from where i ordered the second order) he said yes and took 720 he counted it and then i checked the food and i that time i was fraud by him then we asked the swiggy for refund for the money that has gone extra but they clearly said no, very disgusting app."
App Performance,"app doesn't allow to update email or phone number. says exceeded maximum attempts. why can't we edit email id? swiggy has become worse now. take money, don't deliver food, but their app shows food has been delivered. no way to contact customer support."
Compliments,ontime delivery... and very kind person
Delivery Issues,totally fake application i just want to order from 6.9km from my location but swigy show me 12.9km for delivery charge every day i visit location
Food Quality,"this app seems to prioritize convenience over quality, serving up questionable hygiene and subpar food. to make matters worse, their customer support is woefully inadequate, with robotic responses that fail to address customer concerns"
Pricing Issues,no free delivery and gst extra
Compliments,bahut acha app h thank you swiggy
Complaints,instamart delivered damaged raincoat.help centre chat for 1 hour doing time pass asking same repeatedly questions.no solution at all.worst service 
Delivery Issues,fake application distance for delivery they show fake one restaurant from my home 6.9km but they show me 12.9km because of earn money from delivery charges never use this fake app
Pricing Issues,the worst experience was very disappointing they are charging a delivery fee of 115 on the order of 149
Compliments,wery nyc app and usefull for people and fast delivery
Compliments,"good delivery,super fast, best discount coupons."
Delivery Issues,worst app no one time delivery on this app
Compliments,very fast and nice app
Payment Issues,mera refund nhi diya koye aaowder mat karna mera refund my kiya abhi tak 0 rat
Complaints,worst service delivery boy not picking upmy call status is stucked and it is not hotels fault it is of swiggy
Food Quality,in swiggy their restaurant is so bad 🤬 and they not receive my request because i ordered noodles but they give me like maggie 🤮 and its tastes is so bad. and now i am sick 🤧 i recommend swiggy please do something with { 29 shanghai express} patna
Pricing Issues,jo amount product pr dikhta h fr bad ky jada h
Complaints,just a u usefull aap.. i accidentally order something and cancelled in a minute but there customer service didn't support.. don't want to use it in future
Compliments,"good & best, fast service"
Delivery Issues,after mentioning the complete address on the app still there delivery partners can't find a location which is already famous in the area the same address there competition app can find zomato is far better
Complaints,"worst app. do not have ""call with agent"" feature handy. in case of any dispute with delivery agent, person has to struggle to connect with swiggy representative. after spending 30 minutes, could get to speak with representative,which was also not of any help. currently have swiggy one membership, but soon will delete the swiggy account. the service have been deteriorated over the years, customers are taken for granted."
Compliments,thanks order lene ke lyea
Compliments,modak's taste was really authentic.
Delivery Issues,please update your location problem delivery guy's always did not found location of customer
Complaints,bad service 3rd class service
Food Quality,food delivered by this app are so bad foods
Payment Issues,"wish i could give negative review. i ordered food for around rs 4700/- and cancelled by mistake in one minute. i am not getting any refund for this. i have talked with three different customer service including an expert and also sent email, and no one helped me, all said no refund. all stating the policy. if you cannot help me even after the cancellation time is 1min from ordering then you have a horrible policy and you should feel guilty about it."
Complaints,delivery partner reject to pickup
Complaints,very bad customer service and fake offers to lure customers. they mention that they give coupon for late delivery but then make excuses and do not honour their own terms and conditions
App Performance,बहुत पागल बनाते है यह लोग कृपया सावधान रहे. लालच मे आपका नुकसान पक्का है. इसलिए app को install करने से पहले सोच ले धन्यवाद
Delivery Issues,delivery takes a lot time
Payment Issues,"very bad app....mre hisav se sabse ghatia app hai ,khudka galte rahega phr bhi tumhe pay karnataka padega.isi chkkar mai abhi burn kiye ja raha hai 🤣🤣🤣🤣"
Delivery Issues,always late deliveries and high price as compared to zomato
Compliments,compare to other app...instamart is good
Delivery Issues,"nice, but dilivery time is long..."
Complaints,"the order page is filled with unnecessary advertisements while we can't see the order details of what we ordered.  even the response they provide to the feedback is generic, which shows that swiggy doesn't care about customer experience "
Delivery Issues,worst service. false delivery timings. didn't even deliver food made me wait 90 mins. worst customer care. very careless response after multiple calls.
Food Quality,"instamart section was good at one point but now the products delivered are unhygienic, expired or tempered and the customer feedback is just a sham, no proper reply or solution from the app executives."
Complaints,fraud application does not have proper customer service scam
Delivery Issues,very bad experience very delay order
Complaints,"you people are equally useless as zomato. your guarantees and words don't have any value. your ""executives"" are super incompetent. when it's really important, you don't deliver."
Pricing Issues,rates are high charging handling fees
Complaints,its customer care services are very good compared to other food delivery apps. i always order from here only.
Delivery Issues,"fraud app, delivery is late and no is their for support. delivery guy not picking calls neither a support from swiggy on that matter"
Delivery Issues,i can't receive the order in the given time by u
Delivery Issues,bad experience..waste of money..they are not provided the food that they are charged for.i wasted my money 1200 bucks today due to visiting this samskruti restaurant which is in the kondapur location.frauds .
Delivery Issues,no option to communicate.even after 1 hour didn't receive my ordered item
Delivery Issues,dominos se behter hai ki abhi bhi rat mai urgent mai mil jata hai khana
Complaints,so many calls from the swiggy side so don't use the app
Complaints,worst worst worst support guy put me on hold when i told him that i ordered by mistake so please cancel the order and i did it within like 30 seconds of my order but he just vanished zomato is far better than swiggy
Complaints,worst app ever especially with the refund and cancellation policy not at all supportive to customers never ever gonna install this app
Complaints,no.1 scammer company in india
App Performance,now the app plays ads in the background after i place the order and the only way to stop that is to quit the app. terrible experience. i do not want any video or audio ads. i use the app to place food orders.
Delivery Issues,"very disappointed. i did not receive my food but it is marked as delivered. no call from delivery partner and his number was switched off. i had no money left to reorder and had to sleep hungry. worst experience. i want to give 0 star but minimum is 1. swiggy support was also worst, they just asked me to mail instead of solving immediately."
Delivery Issues,it took 85min to deliver my food and mind you the distance isn't that long its just 3km. and no cancellation too . pathetic app
Payment Issues,just now i am ordering but their is not showing the cash on delivery option what the reason please check
Delivery Issues,buy some raincoats for your delivery partners . i ordered food at 8 pm and swiggy delivered it at 9:30 pm
Pricing Issues,naaa moddala swiggy waste of money more taxes and more rider fees
Delivery Issues,making fools to customers. too much delay delivery
Complaints,worst customer support. deliver partner and restaurant can take 1 1.5 hrs to deliver an order promised to be delivered in under 20 mins
Food Quality,getting worse day by day
Promotions and Offers,pleas keep providing discounts coupons
Compliments,no app is better than swiggy always a life saver  lowest price
Complaints,one of the worst customer service platforms .no responsibility from the swiggy side when we got bad smell food. uninstalling is only option bye swiggy
App Performance,coupon use nhi ho rha h
Delivery Issues,worst experience delivering wrong order maine only veg restaurants prefer krke bhi mujhe non veg bhej diya
Compliments,world best food delivery apps
Pricing Issues,order se pahle rate kuch batata hai order ke baad +100 kar diya pahli baar use kiya tha
Compliments,no1....swiggy..... colourfull and friendly budjet... send order
Payment Issues,"swiggy is a fraudulent platform. recently, they refunded only ₹155 for cancelled items worth ₹255. i’ve faced similar issues in the past—once their app auto-detected the wrong location, and the delivery boy refused to deliver. despite no fault of mine, swiggy cancelled the order and charged me the full amount. i will no longer use this dishonest platform."
Food Quality,bakwaas app ho gya h. phle khana shi aata tha ab ek dum bekaar aata h.
Complaints,"delivery drivers quitting mid delivery all the time, ridiculous extra charges, straight up deceptive refund policies and pathetic customer service that does absolutely nothing."
Payment Issues,tends to provide the offer but no offer is available during the payment
Food Quality,bad food quality no taste bad
Food Quality,my liquor section is very poor
Delivery Issues,i recieved an incomplete order .i ordered an combo 1mc spicy burger missing.burger .customer support not able to solve my problem.full order became soggy.
Pricing Issues,this app was average because they have increased the gst and taxes and platform fees
Complaints,this is an excellent app where the customer pays and the delivery boy eats the food. wow
Payment Issues,it's good i like it but sometimes they do not accept cod that's why i gave 3starts
Delivery Issues,i m very disappointed with the customer support. i received two orders wrong and they weren't helpful at all.i received wrong order and i complained but i didn't receive any proper response.
Payment Issues,"these people are a bunch of scammers, they keep on displaying that swiggy one thing, my order got placed by mistake since i have buy now pay later, i cancelled the order in less than 30 seconds and they are not ready to refund. the merchant did not even registered the order at this point. what kind of scam is running. i will not use this or their insta mart again. looting the customers."
Complaints,"rain starts amazingly fast for swiggy. if swiggy is to be believed monsoon started in india 2 weeks ago. greedy people. who is responsible for information on the weight of the food products? cant write a mail, pls be very clear on it"
Pricing Issues,after prices many charges you guys have applied still love you swigguly
Complaints,restaurant and delivery partner not supported customer
Complaints,sabse gatiya aap hai je isse badiya toh zomato hai
Food Quality,"if the user uses flash sale (like wonder weekend or anything else), the portion served is smaller than the regular portion. it's advised not to use these, except if user is consuming alone. avoid giving instructions to restaurants, very rarely it's followed."
Delivery Issues,the most terrible app ever. they don't put their customer's request on the front. today i ordered and waited for about an hour and after that without any notice they cancelled my order and put cancellation charge on me though i didn't cancel my order. i talked with the help agent but they also didn't resolve the issue.
Delivery Issues,"worst they marked undelivered items as delivered,worst food delivery company ever to exist on earth. they show 30 mins for a restaurant 1 km from my home and deliver it 1hr 30 mins later.this is expected from swiggy actually."
Delivery Issues,service has become pathetic. takes too long for delivery.seems like clubbing multiple order of different locations together. better to self pick up with no delivery charge or delay and at lower price than on this app
Payment Issues,"i would like to share my analysis and experience with this application regarding its payment gateway and service issues. based on my usage, i don’t find it reliable for handling payments. in one instance, i selected ""cash on delivery"" while placing an order, but the app created two orders instead of one. later, i proceeded to make the payment, but still encountered problems. more recently, i placed an order from sagar gaire, and the food quality was poor. additionally, some items were missing"
Delivery Issues,sabse ghatiya service h isse acha zomato h agar delivery partner nhi h to order nhi lete or ye order leke 30 mint baad cancel krte h
Complaints,swiggy insta food very fast
Delivery Issues,"very disappointed with swiggy! delivery is always late, and today again the same issue. the delivery boy is not even picking up the call. every time they assign 3–4 orders to one person — no wonder there’s a delay! looks like they don't even have enough delivery partners. worst service experience. unstalling the app..."
Complaints,i tried to repeat the call after one hour of order but did not attend any call & no any information & no reply 
Complaints,i am very disappointed with chat option.. very suffering with my hungry supper.
Compliments,best food delivering app ever best best best and the delievery agents are also very kind and well mannered loved itkeep it up
Complaints,i would gladly give 0 stars if it was an option. worst customer service. an item was missing in delivery and instead of resolving this or contacting the restaurant they are asking to mail to which they would be expected to respond in a couple of working days. edit 1: i have mailed my grievance to the mail id posted in their comments. let's see if they address it as promised.
Complaints,zomato is better. better delivery and customer service by zomato
Compliments,good service swiggy and delivery boys...
Complaints,very bad customer service 🤬🤬🤬
Complaints,worst service...and help team is also useless. i accidentally placed order in the wrong addresses and with in seconds they won't allow cancellation or change in address. the location is only 2 kms apart.
Pricing Issues,price of the products are high
Food Quality,"worst app dont have authority on the supplier no food check wether they provides stale food smelly ar anything they supply swiggy dont care dont have any team to resolve out the problem.. guys avoid using such online app to save you, your relative and your money"
Pricing Issues,charges are very high compared to blinkit
Complaints,fake offers on instamart with no customer support
Payment Issues,"swiggy misled me—promised a free replacement after their delivery issue, then charged ₹212 anyway. support gave false assurances and later denied their own words. blatant unethical practice and zero accountability. avoid if you value honesty and transparent service."
Delivery Issues,"these people are experts in deceiving. they show on time delivery successfully achieved when delivery agent is 100 mtrs away from building. for a restaurant located at 15 mins distance from house, expected order time shows 40 mins and on weekends up to 60 mins. so never on time delivery claim will be made. useless services."
Complaints,"just bot support, no proper customer support."
Compliments,"it such a great app to receive your food instantly. i like the combos and it has affordable cost , this is my first order but i can say they have nice service."
Service Requests,"please increase your delivery area, i am having a very bad experience with ordering and usage."
Pricing Issues,worst experience too high delivery charges gst unnecessary on comparison with zomato is better...
Service Requests,it will be excellent of you put video of restaurant food.
Compliments,khub chand discount dilai tumhi puducherry was demon je keral maja
Service Requests,i want the refer and earn policy back
Payment Issues,i ordered from swiggy and cancelled the order within 1 minute but they did not refund. there are many people who have had similar experiences. i hope this does not happen to you......
Delivery Issues,but thish is very let delivery
Food Quality,"plz dont order any grocery from instamart they are providing duplicate items and when i raised a concern, tgey are not responding.dont let them fool you with duplicate items."
Delivery Issues,i ordered a burger and fries at 4 am and it came at 6 am so i didnt take the order and then they add cancellation fee to my next order. what do they expect ? wait for 2 hours for my order ?
Compliments,your performance is very better and timely recieve
Payment Issues,"swiggy has become a disgrace. in the latest update, the app silently forces auto-payment using your previously used method — without even asking! i lost my ₹150 cashback because it didn't allow me to select my preferred payment mode. and when i tried cancelling the order within 15 seconds, they still charged me the full amount. this is manipulative, unethical, and purely greedy behavior. what kind of company disables payment choice and then traps users with full cancellation charges instantly?"
Compliments,swiggy got more coupon's and offers
Delivery Issues,"very worst experience today given by swiggy app, time taken by swiggy is triple than expected showing on app, and food is cold due to delay order, roti is like rubber due to delay order, delivery guy not listening the instructions, very worst experience"
Compliments,"great platform for ordering food. always on time. offers are also great. i use insta mart also. one highlight is that they give free delivery beyond 7kms(even if it says free delivery upto 7km) for swiggy one members, where the competition fails."
App Performance,making fake ads and fooling people i just don't like this app so thank you swiggy for making me a fool 🤪
Complaints,irresponsible. bad management. mismanaged deliveries
Payment Issues,"this food delivery app is the worst! you're just ripping us off. if an order gets canceled by mistake, i get that everyone involved gets their cut, but seriously, you're gonna charge us for the food too as a penalty? do you think you're feeding us for free? we're paying you to stay afloat! better return my food money back or else you guys are going to face serious consequences. review your app policy, just don't loot people...absolute pathetic service!!"
Delivery Issues,nowadays swiggy always delivers late... zomato is far better than swiggy
Pricing Issues,very expensive and very bad app luuty madtare this addit app this is froud
Delivery Issues,thora bachdi krta hai but karta 5 mints ke jgha 45 lagta hai but karta hai
Complaints,delivery partner not accepted your friendly behaviour
Complaints,bad service no customer support number available. all number are fake. zomato is good than swiggy because at least his customer support is original. swiggy is my last order i can't use this app.
Compliments,there are exclusive offers which convenient for your happy meal.must try the app to get a lot of joy.
Payment Issues,didn't get cash benefit as i got message
Food Quality,"i really liked swiggy as an app, lots of offers. but two times in a row my order got completely ruined.really had a bad experience. first time it was delivery partner who was new roaming around with my order for one hour and then said please cancel your order and then another incident just now another guy arrived with my order on his foot rest on activa. i mean that just ruin your day. food was upside down completely spilled uninstalling now"
Complaints,very bad experience with my recent order customer support is bot just copy and paste no resolution given by your team i received less quantity in my last order and delivery partner know that issue but still swiggy support do not help me
Compliments,very sweety app for food and others
Payment Issues,kay baat hai bhai cash in delivery band kar deya only online payment la raha hu
App Performance,swiggy does not show the restaurant's exact location through maps whereas zomato gives more options and maps the exact location of the restaurant that features needs to be added to swiggy. swiggy not accepting pluxee i ordered food items and it says as no food items added.
Pricing Issues,"bohot hi jyada paisa mangta hai swiggy, bohot hi ghatiya app hai isse accha to zomato hai"
Complaints,intinially it was good app but technically nowdays they are very bad... customer service is also pathetic..i had a very bad experience in one of my train orders..zomato is far better than swiggy
Complaints,customer service is terrible.... and taxes are so much.
General Feedback,tejinder kumar this is my first order
Delivery Issues,"i placed an order on 16 july for 2 x 700ml ice cream via swiggy, but only received 1 tub of 700ml. when i questioned the delivery partner, he casually said that only one piece was provided and marked the order as delivered almost immediately. despite raising multiple complaints through the helpdesk and even receiving an email response, no proper action was taken. the issue was marked as ""resolved"" without my consent or satisfaction. neither a replacement was sent nor was any refund initiated."
Delivery Issues,now a days multiple orders are assigned to delivery agent and that is the delivery time significantly long that is very discouraging
Delivery Issues,dont order food dont order food foods are delivered partly and on complaining for the same they don't provide any resolution
Complaints,no good support team.. no proper resolution after getting tiffins delivered without chutney.
General Feedback,swiggy good for foody lovers fastest delivery on time
Complaints,"worst food delivery and customer service i had faced so far. i have ordered food in swiggy, which they failed to deliver, where i reached chat support, i was just asked to wait for a few hours for response and got a blend response they can't issue a refund, no apology no explanation, just a plan response. when i tried to explain to someone in chat, they just asked me to sen an email close chat abruptly without even waiting for response. when i send an email i get the same auto generated reply."
General Feedback,very good nd resonabel app
Delivery Issues,one hour to deliver an order. the delivery person is lying saying the address is wrong . pathetic service. the chat people have no clue where the rider is nor what time it will reach. disgusting
Payment Issues,for simpl payment it took without my wait approval automatically which is very bad
Complaints,"worst app, worst customer service, i got raised a dispute and the customer care is ignoring all my mails and closing all raised tickets in app without any solutions"
Payment Issues,i have deducted money from account but order not placed
Delivery Issues,"very bad , so much taking time for delivery"
Complaints,"totally disappointed , the delivery boy deny to deliver the order and they cancelled my order without my permission, with 0 refund , they charge cancellation fee also , i paid money for nothing. yelog prepaid orders k sth aisa hi krte h .i will never do any order on swiggy in future. i will delete the app from my all family. they take customer forgranted"
Food Quality,the pizza was too cold and from 10mins the delivery boy was downstairs...need to call them he came up .
General Feedback,i love this app nice experience
General Feedback,veryyy good !!! serviceeee veryyy good !!! 
Pricing Issues,well in good work very expensive 🫰
Delivery Issues,food delivery too much late
Payment Issues,i ordered from swiggy and cancelled the order within 1 minute but they did not refund. there are many people who have had similar experiences. i hope this does not happen to you...... 0/5
Delivery Issues,this is one of the worst experiences i had with grocery deliveries to date. i had items missing from my order and their response was that they would not be refunding nor replacing any of the items that were missing from my order because it is against their policy. after browsing the web for awhile i found that the only way to even contact them for anything is to either spam them on x or to place a complaint with the national consumer helpline. even then they will not give you back your money.
Food Quality,"i recieved a broken cake and it was nothing like shown in the picture, and today was my brother's birthday."
Complaints,"worst customer care, zomato is best."
Delivery Issues,"after moving to ai support they are doing robbery. you play for food. it get delivered spilled, cold after hours. and you get 50 to 70rs refund for the item you paid 10 times of that amount."
App Performance,very bad experience. this device multiple accounts k wjh se on nhi hota very bad app
Pricing Issues,i have one subscription in swiggy still i get the same dish on zomato without subscription better rate and discount what was the point one subscription wasted money 
Complaints,yah app bahut bekar hai ismein jise jahan bulao vahan per vah aata hi diya us yahan ka kuchh maloom hi nahin hai use bhula us kuchh pata hi nahin hai vah kahan ja raha hai kaise ja raha hai
Delivery Issues,one hour for delivery within 1 kilometre. no refunds or any apologies.
Complaints,"for the restaurant who serve non veg item you mention it is a pure veg, and on same time giving non veg items in its menu. what type of customer service you are giving? is it a snall thing? you guys doesn't have any respected for customer food choice? i have screenshot i can give you if you want"
Payment Issues,if we cancel the order it deducts the complete bill for the cancellation fee which is not fair not acceptable at all
Pricing Issues,giving 1 rupees free delivery coupon but by increasing gst and restaurant fee charges at max doesn't deserve star
Delivery Issues,they don't give an option to cancel the order to non subscribed members they deliver half of the food and said take the 20rupees and that most i can do how can u think people eat paneer without roti
App Performance,the swiggy app sometime showing free delivery option above 99 but after ordering a food it will show around 250 cheeting
Delivery Issues,did not assign deliver person till hour after ordering food
Compliments,real quick super i'm really happy
App Performance,"kittogiro dabba app,worst app ,i just uninstall this app"
Delivery Issues,i have a very bad experience with swiggy as they have delayed too much in delivering my food twice and i feel they are way behind to his competitors.
Complaints,"worst experience with swiggy insta mart buy water meter and mosquito bat ,both are not working , connected with support they said go to manufactures. they can't do anything , i don't know how they are not responsible, please don't buy any electronics from swiggy, it's headache. i lost money and time.never buy from swiggy anymore"
Pricing Issues,"greedy company asks for platform fee, restaurant packing charges, fake gst etc"
App Performance,something is off with the app .
Pricing Issues,over pricing. this app won't be affordable for poor & middle class people. consider this as a service not business.
Food Quality,yeah it is good at price it charges low price but quality i don't know i will give feedback after i eat biriyani thank you
Complaints,please add the option of choosing dilevery partner. if any one don't ki unka dilevery partner muslim ho toh it's there choice so kindly please give the option toh choose dilevery partner
Complaints,poor experience.delivery boy is very arrogant..... worst experience i tried first time but my experience is very terrible..... don't order through this app.
Payment Issues,"i cancelled my order within a minute of placing it, yet i was charged a 100% cancellation fee. this doesn’t seem fair. while i understand there may be some charges, a full cancellation fee for an order cancelled so quickly feels unreasonable. i wasn’t provided any service, yet i was fully charged. i believe swiggy should review this policy and consider at least a partial refund in such cases."
Pricing Issues,more price charge due to including delivery charge .this is the fault 
Pricing Issues,these day's this platform is so costly
Delivery Issues,"my order was picked by some other agent, and last moment my order is cancelled, this is really bad experience also this is happening for the second time."
Delivery Issues,no on time delivery not trusted app very very irresponsible
Complaints,wouldn't recommend per se. the convenience of delivery is overshadowed by the overpriced food. faulty marketing of delivery times and discounts. also their support quality has gone down drastically. i've used this app for 8 years and i can objectively state that they no longer are any good or worth using.
Complaints,customer support n services worst than earlier
Delivery Issues,backwash aap i went to bed hungry last night
Compliments,best app and no delivery charges 
Complaints,"very unprofessional service. you will always find some items in the order will be missed out. most of the time, swiggy guys try to close the reported issue through refund which is always lesser if you want to reorder the missing items. in many cases, the items will be missed out by restaurants or delivery executives (as they say) and you will end up talking to everyone in the world to get the issue resolved. if they don't want to refund, they would say photo is not clear. very pathetic."
Pricing Issues,total amount of meal is 110 but i am paying 185
Delivery Issues,"experiencing a serious dip in quality of service. the app shows a short time but most of the time it takes double the time. 3 recent cases where food got marked as delivered but did not get it. had to go through the whole hassle of talking to customer care..the kids who are sitting in customer care are poorly trained. they use words like apologize, sorry and please but the tone of their voice shows arrogance and dissatisfaction..they make you feel as if you are the mistake of yours..pathetic"
Payment Issues,"you need to work on your refund policy and options, in my case i ordered from burger king and didn't receive coke which was listed, the meal prices was 255 inr and you refunded 34 you can't provide coke, i don't enjoyed meal bcz i was chatting with customer care over coke issue! really bad experience. never using again. its better to cook for yourself than wasting time with arguments for issues! good bye. thanks for not listening!"
Delivery Issues,worst app ... no customer support .. no one time delivery.. timer is wrong.. estimate time for delivery is 9 min from 1 hours.. delivery boy wondering here and there
Food Quality,very bad experience with swiggy. food quality is very bad. the smell of panner is also very bad and sour. it seems the paneer is spoiled. please return the food and refund my money.
Complaints,so many problems after initiating order if you cancel it before 30 seconds also unable to cancel and cannot modify or add the order because of this i lost 500 rs and faced bad customer experience if you are unable to change it let me do this.
Delivery Issues,delivery time is to late
Delivery Issues,"no offers for icici cards, too much grouping of orders causing avoidable delays. zomato offers better delivery experience rarely grouping orders. nowadays i barely use swiggy to order food."
Delivery Issues,very worst zomato is better i have ordered one pizza from dominos no response no tracking worst app
Delivery Issues,very bad time nahi h kisi pe
Delivery Issues,"very worst, i don't want to name the delivery patner i ordered at 8:10 pm and it's 9:27 pm, on the app it was said delivery in 15-20 minutes and if late rs. 75 off, first it was showing order will be delivered by the swiggy delivery boy, later it was changed that the resturant delivery boy will bring it,i spoke to the delivery boy very politely, asking him that where is he from? resturant or swiggy, he said swiggy, he said ""should i cancel the order"" , later when i was guiding him for locatio"
Complaints,never ever order from this app......worst customer care service.....bad quality food delivered... zomato customer care is faar better
Delivery Issues,not getting delivery on time.
App Performance,"application need improvement, keep getting stuck on payment and address screen. please check your web browser channel also"
Delivery Issues,"this is not just a bad experience — it’s a complete failure in service. i ordered food twice, and both times it was not delivered. what did i get in return? just a refund. no apology, no compensation, no actual food. what’s the point of a food delivery app that can’t even deliver food? i ordered because i was hungry — not for a refund. it’s beyond frustrating when you're left starving and all you get is a message saying “your refund has been processed.” no accountability, no urgency."
Delivery Issues,"worst service, they never deliver food on time. my food order is pending almost 1:30 hour.. also they are not respond properly"
Delivery Issues,"worst service ever... i placed an order at 7 : 26..... swiggy entertain till 2 hours... around 9 : 30. finally cancel at 10 : 00 pm cause of road and train track issue . i have called the delivery partner he received call and only repeat one word : hello ! just at 10 i got call ( not food ) , i replied only i am sleeping now after drinking water sir ! what a waste of time....! finally i decided to switch to zomato etc... good bye swiggy ! all the best "
Complaints,"horrible, scamy, cash grabby app"
Delivery Issues,"iordered food, got wrong order delivered, placed complaint, got another order that was already opened and half eaten, slept empty stomach and filed a complaint again, got a refund coupon of rs.272 and was informed that they will expire it so i told them i'll be unreachable for next 10 days straight, they said it won't be an issue, so i agreed to it and after 10 days i checked it and there was no refund coupon available in my account. now swiggy is not giving me the coupon again. it's a big fraud"
App Performance,auto booking the order not able to see auto summary detail
Complaints,"food delivery all cheating, without delivering the order to my delivery partner has been taken my order and switching off mobile."
Delivery Issues,timing shown in the app is not accurate
Complaints,i was given 5 start before now i'm taking back and given 1 star because of the trouble i have faced by swiggy
Complaints,"good, but some time orders will have issues, with no response. stating we can't do anything sorry for inconvenience"
Delivery Issues,only a few minutes late
Compliments,"give my first okay , thanks"
Delivery Issues,food is good but swiggy has location delivery problem which needs upgradation. delivery partner's app shows the location 600 mtrs. away from actual location. this is unacceptable causing harrasment to customer as well as delivery boy
Pricing Issues,i always order from swiggy as i'm regular customer will hope they will give more discount 🫢
Compliments,ordered burnt garlic rice and soup.. taste was awesome..
Complaints,poor customer service and always late delivery
Complaints,"swiggy is the worst food delivery app i’ve ever used. their service,customer support are all extremely poor. i placed an order and cancelled it within just one minute literally 60 seconds before the food was even prepared. still, they charged me 100% cancellation fee.i paid the full amount and received absolutely nothing.i  feels like they are running a legal scam to cheat people. i strongly warn others don’t trust this app. swiggy doesn’t value its customers at all.i had a terrible experience."
Payment Issues,"credit card/debit card offers doesn't work ! tried with 4-5 different cards, always there's technical difficulty, so called start-up and innovative company, can't fix offers and issues with card offers, 1st get an expensive credit card from bank, then promo codes and coupon doesn't work . wow... just awful"
Payment Issues,"they promote fake information and fake promotion, it was showing i have 100 free cash but on the cart their is no free cash singh no coupon nothing!!! it is a big scam"
Delivery Issues,"firstly i would like to talk about swiggy food delivery.so this month i ordered in bolt delivery 3times,so according to bolt delivery service, the food must be there by 15 mins. but instead if 15 minutes i got it after 1 hour! all 3 times i got it like that and every time i contacted the customer care all they say is sorry with zero compensation. secondly, the refund issue.during an instamart order and swiggy order i had to pay twice as my online payment didnt reach them.till today not refunded"
Pricing Issues,the app is good but it charges a lot
Complaints,nyc is very fast delivery
Complaints,"worst experience ever, they always charge so many extra fees and then provide the worst customer service...i received a damaged product and was told i would get a replacement,never received one then i was refused cashback and was offered a coupon which had so many unnecessary rules and regulations, and guess what it has been more than 3 days i still haven't received the so called coupon...i am gonna uninstall this app it is useless."
Delivery Issues,"worst experience so far, zomato has far better refund policy. their delivery guy can't find my address so i won't get my order or my refund."
Complaints,the bot chat has become very frustrating. no resolution of any issue just the same answer on repeat mode.
Food Quality,aap log 1no. ho par hotel walo ko tight karo ki sahi food bheje . note. kam se kam biryani me 1 pic hi khane layak de . chikan butter me 4 pic me kam se kam 2hi khane layak pic dal de baki 2 bekar bhi chalega par taza ho. mithai basi na ho kyo ki aane ke baad hamari koi nahi sunta. bahut bharosa hai ki aap ke dwara order kar rahe hai to aap kam se kam taza khana hi humko mile 18-08-19 aaj 27-07-25 kuch bhi sudhar nahi hai . mai delete kar raha hu app. chor bazar 
Payment Issues,"worst app ever , my money is not refunded swiggy team say full money deducted of cancellation fee, very very worst app"
Delivery Issues,"sent tandoori roti, while we ordered tawa roti, and bill was also of tawa roti, daal was too much spicy, overall bekaar"
Food Quality,"మోసం చేసిండు, actually నేను చికెన్ బిర్యానీ ఆర్డర్ ఇస్తే, పిచ్చకుంట్లోడు ఎగ్ బోర్యని తెచ్చిండు, తు 🤮"
Compliments,guaranteed of time very nice app
Complaints,worst customer care experience. which platform gives 6-7 hours of tat for a call from customer service i really don't know.
Payment Issues,"even after paying extra amount for swiggy one membership, the surge fee waiver is not a part of one benefit and delivery is also not free, users please do not take and pay for one membership, it's all fraud."
Food Quality,"too much costly food on it, charges are too high. people can't order every day, no one can afford and even foods have no quality. swiggy never checks quality or bans any restaurant who provides quality less food."
Delivery Issues,i ordered something but after one hour it said it is not delivered and initiated a refund. good service keep it up
Complaints,very poor app and very poor service. i never recommend to use this app. automatically cancel your order. spoiled package delivery. no compensation.. poor customer support team..
Delivery Issues,a bad company cheated on me with the wrong food delivered by the fraud company
Compliments,good app with all-in-one comfort.
Delivery Issues,"disappointing experience – needs serious improvement i've been using swiggy for a while now, but the experience has only gone downhill. deliveries are frequently delayed, and customer support responses feel automated and unhelpful. on multiple occasions, orders have been cancelled last-minute without proper explanation, wasting both time and effort."
Payment Issues,very bad experience  from this application i placed a order from my house and i selected my house location but this application selected another location from my home automatically and swiggy charged 100 % cancellation fees don't use this application...
Payment Issues,0/5-sapadu mathi order pannitenu cancel panni vera order poda pona cancellation charges nu antha order oda amount ahh next order la add panni vachu irrukaga athunala na inmal swiggy app use panna matten ennoda family and friends kittaium itha pathi solli use panna vida matten. ipudi order panni cancel panna charges varum nu devoloper mention pannave illa so apuro ethuku ipudi pandra
Compliments,late but good service please continue this service
Delivery Issues,कंपनी बहुत खराब है इस सर्विस इस्से भी बेकार है आज के बाद इस कंपनी से रे ओडर नहीं करुगा
